name,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate
Pheromosa,"
3 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Xurkitree,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Celesteela,"
1 Attack, 1 Defense, 1 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Kartana,"
3 Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Guzzlord,"
3 HP ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Necrozma,"
1 Attack, 2 Special Attack ","255 (33.3% with PokéBall, full HP) (33.3% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Magearna,"
3 Special Attack ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Marshadow,"
2 Attack, 1 Speed ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Poipole,"
1 Speed ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),189,Slow
Naganadel,"
3 Special Attack ","45 (5.9% with PokéBall, full HP) (5.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),243,Slow
Stakataka,"
3 Defense ","30 (3.9% with PokéBall, full HP) (3.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Blacephalon,"
3 Special Attack ","30 (3.9% with PokéBall, full HP) (3.9% with PokéBall, full HP)",0 (lower than normal) (lower than normal),257,Slow
Zeraora,"
3 Speed ","3 (0.4% with PokéBall, full HP) (0.4% with PokéBall, full HP)",0 (lower than normal) (lower than normal),270,Slow
Meltan,"
1 Attack ",,,—,Slow
Melmetal,"
3 Attack ",,,—,Slow
Grookey,"
1 Attack ",,,—,Medium Slow
Thwackey,"
2 Attack ",,,—,Medium Slow
Rillaboom,"
3 Attack ",,,—,Medium Slow
Scorbunny,"
1 Speed ",,,—,Medium Slow
Raboot,"
2 Speed ",,,—,Medium Slow
Cinderace,"
3 Speed ",,,—,Medium Slow
Sobble,"
1 Special Defense, 1 Speed ",,,—,Medium Slow
Drizzile,"
2 Special Attack ",,,—,Medium Slow
Inteleon,"
3 Speed ",,,—,Medium Slow
Skwovet,"
1 HP ",,,—,Medium Fast
Greedent,"
2 HP ",,,—,Medium Fast
Rookidee,"
1 Speed ",,,—,Medium Slow
Corvisquire,"
2 Speed ",,,—,Medium Slow
Corviknight,"
3 Defense ",,,—,Medium Slow
Blipbug,"
1 Special Defense ",,,—,Medium Fast
Dottler,"
2 Special Defense ",,,—,Medium Fast
Orbeetle,"
3 Special Defense ",,,—,Medium Fast
Nickit,"
1 Special Defense ",,,—,Fast
Thievul,"
2 Special Defense ",,,—,Fast
Gossifleur,"
1 Special Defense ",,,—,Medium Fast
Eldegoss,"
2 Special Defense ",,,—,Medium Fast
Wooloo,"
1 Defense ",,,—,Medium Fast
Dubwool,"
2 Defense ",,,—,Medium Fast
Chewtle,"
1 Attack ",,,—,Medium Fast
Drednaw,"
2 Attack ",,,—,Medium Fast
Yamper,"
1 HP ",,,—,Fast
Boltund,"
2 Speed ",,,—,Fast
Rolycoly,"
1 Defense ",,,—,Medium Slow
Carkol,"
2 Defense ",,,—,Medium Slow
Coalossal,"
3 Defense ",,,—,Medium Slow
Applin,"
1 Defense ",,,—,Erratic
Flapple,"
2 Attack ",,,—,Erratic
Appletun,"
2 HP ",,,—,Erratic
Silicobra,"
1 Defense ",,,—,Medium Fast
Sandaconda,"
2 Defense ",,,—,Medium Fast
Cramorant,"
2 Special Defense ",,,—,Medium Fast
Arrokuda,"
1 Speed ",,,—,Slow
Barraskewda,"
2 Speed ",,,—,Slow
Toxel,"
1 Special Attack ",,,—,Medium Slow
Toxtricity,"
2 Special Attack ",,,—,Medium Slow
Sizzlipede,"
1 Attack ",,,—,Medium Fast
Centiskorch,"
2 Attack ",,,—,Medium Fast
Clobbopus,"
1 Attack ",,,—,Medium Slow
Grapploct,"
2 Attack ",,,—,Medium Slow
Sinistea,"
1 Special Attack ",,,—,Medium Fast
Polteageist,"
2 Special Attack ",,,—,Medium Fast
Hatenna,"
1 Special Attack ",,,—,Slow
Hattrem,"
2 Special Attack ",,,—,Slow
Hatterene,"
3 Special Attack ",,,—,Slow
Impidimp,"
1 Special Attack ",,,—,Medium Fast
Morgrem,"
2 Special Attack ",,,—,Medium Fast
Grimmsnarl,"
3 Attack ",,,—,Medium Fast
Obstagoon,"
3 Defense ",,,—,Medium Fast
Perrserker,"
2 Attack ",,,—,Medium Fast
Cursola,"
2 Special Attack ",,,—,Fast
Sirfetch'd,"
2 Attack ",,,—,Medium Fast
Mr. Rime,"
3 Special Attack ",,,—,Medium Fast
Runerigus,"
2 Defense ",,,—,Medium Fast
Milcery,"
1 Special Defense ",,,—,Medium Fast
Alcremie,"
2 Special Defense ",,,—,Medium Fast
Falinks,"
2 Attack, 1 Special Defense ",,,—,Medium Fast
Pincurchin,"
2 Attack ",,,—,Medium Fast
Snom,"
1 Special Attack ",,,—,Medium Fast
Frosmoth,"
2 Special Attack ",,,—,Medium Fast
Stonjourner,"
2 Defense ",,,—,Slow
Eiscue,"
2 Defense ",,,—,Slow
Indeedee,"
2 Special Attack ",,,—,Fast
Morpeko,"
2 Speed ",,,—,Medium Fast
Cufant,"
1 Attack ",,,—,Medium Fast
Copperajah,"
2 Attack ",,,—,Medium Fast
Dracozolt,"
2 Attack ",,,—,Slow
Arctozolt,"
2 Attack ",,,—,Slow
Dracovish,"
2 Defense ",,,—,Slow
Arctovish,"
2 Defense ",,,—,Slow
Duraludon,"
2 Special Attack ",,,—,Medium Fast
Dreepy,"
1 Speed ",,,—,Slow
Drakloak,"
2 Speed ",,,—,Slow
Dragapult,"
3 Speed ",,,—,Slow
Zacian,"
3 Speed ",,,—,Slow
Zamazenta,"
3 Speed ",,,—,Slow
Eternatus,"
3 HP ",,,—,Slow
